ユ訾榇 ,船,ユ澄る,}L基,程蔼基,程C基,ΜL基,害^基,害^%,*Θユq,挡衡基,*ゼRP船计,程岢台味R基,程岢台谓婊,菌v程蔼基,菌v程C基
1999/1/5,TX ,199901,6430,6430,6074,6120,】-411,】-6.29%,5058,6120,6441,0,0,7640,6074
1999/1/5,TX ,199902,6501,6501,6120,6147,】-423,】-6.44%,321,6147,472,0,0,6998,6120
1999/1/5,TX ,199903,6531,6531,6123,6155,】-405,】-6.17%,134,6155,498,0,0,8242,6123
1999/1/5,TX ,199906,6305,6305,6200,6200,】-355,】-5.42%,6,6200,40,0,0,7560,6200
1999/1/5,TX ,199909,6419,6419,6200,6200,】-372,】-5.66%,6,6200,12,0,0,7600,6200
1999/1/6,TX ,199901,6011,6330,6011,6245,《125,《2.04%,5903,6245,5290,0,0,7640,6011
1999/1/6,TX ,199902,6147,6320,6011,6250,《103,《1.68%,380,6250,508,0,0,6998,6011
1999/1/6,TX ,199903,6060,6320,6040,6249,《94,《1.53%,86,6249,486,0,0,8242,6040
1999/1/6,TX ,199906,6031,6300,6031,6215,《15,《0.24%,5,6215,40,0,0,7560,6031
1999/1/6,TX ,199909,6080,6080,6080,6080,】-120,】-1.94%,1,6252,13,0,0,7600,6080
1999/1/7,TX ,199901,6385,6510,6211,6510,《265,《4.24%,5515,6510,5127,0,0,7640,6011
1999/1/7,TX ,199902,6322,6510,6211,6510,《260,《4.16%,547,6510,657,0,0,6998,6011
1999/1/7,TX ,199903,6300,6510,6202,6510,《261,《4.18%,102,6510,487,0,0,8242,6040
1999/1/7,TX ,199906,6399,6489,6399,6489,《274,《4.41%,3,6491,38,0,0,7560,6031
1999/1/7,TX ,199909,-,-,-,-,-,-,-,6517,13,-,-,-,-
1999/1/8,TX ,199901,6442,6520,6391,6452,】-58,】-0.89%,4385,6452,4864,0,0,7640,6011
1999/1/8,TX ,199902,6460,6529,6400,6450,】-60,】-0.92%,563,6450,764,0,0,6998,6011
1999/1/8,TX ,199903,6560,6560,6401,6451,】-59,】-0.91%,158,6451,463,0,0,8242,6040
1999/1/8,TX ,199906,-,-,-,-,-,-,-,6450,38,-,-,-,-
1999/1/8,TX ,199909,-,-,-,-,-,-,-,6449,13,-,-,-,-
1999/1/11,TX ,199901,6478,6500,6385,6435,】-17,】-0.26%,2558,6435,4641,0,0,7640,6011
1999/1/11,TX ,199902,6469,6488,6400,6449,】-1,】-0.02%,288,6449,844,0,0,6998,6011
1999/1/11,TX ,199903,6489,6494,6420,6455,《4,《0.06%,40,6455,462,0,0,8242,6040
1999/1/11,TX ,199906,-,-,-,-,-,-,-,6406,38,-,-,-,-
1999/1/11,TX ,199909,-,-,-,-,-,-,-,6432,13,-,-,-,-
1999/1/12,TX ,199901,6435,6470,6360,6390,】-45,】-0.70%,3195,6390,4434,0,0,7640,6011
1999/1/12,TX ,199902,6439,6470,6370,6381,】-68,】-1.05%,364,6381,900,0,0,6998,6011
1999/1/12,TX ,199903,6415,6450,6381,6382,】-73,】-1.13%,43,6382,463,0,0,8242,6040
1999/1/12,TX ,199906,-,-,-,-,-,-,-,6411,38,-,-,-,-
1999/1/12,TX ,199909,-,-,-,-,-,-,-,6387,13,-,-,-,-
1999/1/13,TX ,199901,6332,6360,6290,6352,】-38,】-0.59%,2693,6352,4261,0,0,7640,6011
1999/1/13,TX ,199902,6322,6360,6290,6340,】-41,】-0.64%,617,6340,1166,0,0,6998,6011
1999/1/13,TX ,199903,6306,6365,6300,6349,】-33,】-0.52%,64,6349,472,0,0,8242,6040
1999/1/13,TX ,199906,6350,6350,6350,6350,】-61,】-0.95%,1,6346,38,0,0,7560,6031
1999/1/13,TX ,199909,-,-,-,-,-,-,-,6322,13,-,-,-,-
1999/1/14,TX ,199901,6318,6335,6231,6280,】-72,】-1.13%,2775,6280,4109,0,0,7640,6011
1999/1/14,TX ,199902,6300,6318,6219,6270,】-70,】-1.10%,609,6270,1299,0,0,6998,6011
1999/1/14,TX ,199903,6222,6318,6220,6259,】-90,】-1.42%,57,6259,500,0,0,8242,6040
1999/1/14,TX ,199906,6260,6260,6255,6255,】-91,】-1.43%,2,6270,39,0,0,7560,6031
1999/1/14,TX ,199909,-,-,-,-,-,-,-,6300,13,-,-,-,-
1999/1/15,TX ,199901,6220,6600,6200,6600,《320,《5.10%,3923,6600,3232,0,0,7640,6011
1999/1/15,TX ,199902,6202,6610,6180,6610,《340,《5.42%,1707,6610,1589,0,0,6998,6011
1999/1/15,TX ,199903,6220,6600,6190,6600,《341,《5.45%,151,6600,506,0,0,8242,6040
1999/1/15,TX ,199906,6420,6575,6420,6575,《305,《4.86%,2,6562,37,0,0,7560,6031
1999/1/15,TX ,199909,-,-,-,-,-,-,-,6699,13,-,-,-,-
1999/1/16,TX ,199901,6599,6619,6502,6530,】-70,】-1.06%,2442,6530,2645,0,0,7640,6011
1999/1/16,TX ,199902,6630,6660,6553,6565,】-45,】-0.68%,2271,6565,2108,0,0,6998,6011
1999/1/16,TX ,199903,6600,6648,6531,6550,】-50,】-0.76%,125,6550,528,0,0,8242,6040
1999/1/16,TX ,199906,6660,6660,6501,6560,】-2,】-0.03%,8,6560,36,0,0,7560,6031
1999/1/16,TX ,199909,-,-,-,-,-,-,-,6629,13,-,-,-,-
1999/1/18,TX ,199901,6530,6530,6410,6412,】-118,】-1.81%,885,6412,2240,0,0,7640,6011
1999/1/18,TX ,199902,6540,6540,6445,6445,】-120,】-1.83%,2273,6445,2302,0,0,6998,6011
1999/1/18,TX ,199903,6541,6541,6450,6462,】-88,】-1.34%,93,6462,523,0,0,8242,6040
1999/1/18,TX ,199906,-,-,-,-,-,-,-,6442,36,-,-,-,-
1999/1/18,TX ,199909,-,-,-,-,-,-,-,6511,13,-,-,-,-
1999/1/19,TX ,199901,6421,6486,6355,6385,】-27,】-0.42%,932,6385,1636,0,0,7640,6011
1999/1/19,TX ,199902,6430,6569,6386,6433,】-12,】-0.19%,2791,6433,2896,0,0,6998,6011
1999/1/19,TX ,199903,6446,6499,6406,6440,】-22,】-0.34%,108,6440,560,0,0,8242,6040
1999/1/19,TX ,199906,6500,6500,6412,6412,】-30,】-0.47%,9,6412,40,0,0,7560,6031
1999/1/19,TX ,199909,-,-,-,-,-,-,-,6484,13,-,-,-,-
1999/1/20,TX ,199901,6385,6395,6309,6321,】-64,】-1.00%,1015,6321,758,0,0,7640,6011
1999/1/20,TX ,199902,6436,6465,6383,6405,】-28,】-0.44%,2372,6405,3531,0,0,6998,6011
1999/1/20,TX ,199903,6440,6470,6390,6400,】-40,】-0.62%,131,6400,631,0,0,8242,6040
1999/1/20,TX ,199906,6475,6475,6400,6400,】-12,】-0.19%,3,6394,40,0,0,7560,6031
1999/1/20,TX ,199909,-,-,-,-,-,-,-,6420,13,-,-,-,-
1999/1/21,TX ,199902,6420,6548,6415,6417,《12,《0.19%,4800,6417,4089,0,0,6998,6011
1999/1/21,TX ,199903,6415,6548,6415,6430,《30,《0.47%,194,6430,709,0,0,8242,6040
1999/1/21,TX ,199906,6420,6420,6420,6420,《26,《0.41%,1,6480,39,0,0,7560,6031
1999/1/21,TX ,199909,6480,6520,6480,6520,《100,《1.56%,6,6508,11,0,0,7600,6080
1999/1/21,TX ,199912,-,-,-,-,-,-,-,6581,0,-,-,-,-
1999/1/22,TX ,199902,6359,6391,6271,6285,】-132,】-2.06%,3985,6285,4587,0,0,6998,6011
1999/1/22,TX ,199903,6400,6400,6300,6319,】-111,】-1.73%,197,6319,777,0,0,8242,6040
1999/1/22,TX ,199906,6348,6348,6330,6330,】-150,】-2.31%,3,6348,40,0,0,7560,6031
1999/1/22,TX ,199909,-,-,-,-,-,-,-,6376,11,-,-,-,-
1999/1/22,TX ,199912,6361,6361,6320,6320,】-261,】-3.97%,5,6449,5,0,0,6361,6320
1999/1/25,TX ,199902,6220,6220,6031,6040,】-245,】-3.90%,3424,6040,4725,0,0,6998,6011
1999/1/25,TX ,199903,6274,6274,6065,6088,】-231,】-3.66%,247,6088,855,0,0,8242,6040
1999/1/25,TX ,199906,6235,6298,6100,6100,】-248,】-3.91%,13,6100,42,0,0,7560,6031
1999/1/25,TX ,199909,-,-,-,-,-,-,-,6100,11,-,-,-,-
1999/1/25,TX ,199912,-,-,-,-,-,-,-,6126,5,-,-,-,-
1999/1/26,TX ,199902,6089,6230,6026,6220,《180,《2.98%,5115,6220,4932,0,0,6998,6011
1999/1/26,TX ,199903,6130,6240,6052,6220,《132,《2.17%,265,6220,909,0,0,8242,6040
1999/1/26,TX ,199906,6120,6238,6100,6238,《138,《2.26%,18,6258,52,0,0,7560,6031
1999/1/26,TX ,199909,-,-,-,-,-,-,-,6230,11,-,-,-,-
1999/1/26,TX ,199912,-,-,-,-,-,-,-,6230,5,-,-,-,-
1999/1/27,TX ,199902,6249,6270,6141,6145,】-75,】-1.21%,3969,6145,5066,0,0,6998,6011
1999/1/27,TX ,199903,6270,6279,6152,6152,】-68,】-1.09%,247,6152,937,0,0,8242,6040
1999/1/27,TX ,199906,6290,6290,6200,6200,】-58,】-0.93%,12,6200,56,0,0,7560,6031
1999/1/27,TX ,199909,-,-,-,-,-,-,-,6162,11,-,-,-,-
1999/1/27,TX ,199912,-,-,-,-,-,-,-,6162,5,-,-,-,-
1999/1/28,TX ,199902,6101,6140,6052,6070,】-75,】-1.22%,3359,6070,4793,0,0,6998,6011
1999/1/28,TX ,199903,6120,6160,6081,6095,】-57,】-0.93%,254,6095,1032,0,0,8242,6040
1999/1/28,TX ,199906,6150,6150,6120,6120,】-80,】-1.29%,6,6125,60,0,0,7560,6031
1999/1/28,TX ,199909,-,-,-,-,-,-,-,6087,11,-,-,-,-
1999/1/28,TX ,199912,6320,6320,6150,6150,】-12,】-0.19%,2,6170,7,0,0,6361,6150
1999/1/29,TX ,199902,6102,6120,6020,6080,《10,《0.16%,3691,6080,5025,0,0,6998,6011
1999/1/29,TX ,199903,6118,6145,6050,6071,】-24,】-0.39%,310,6071,1133,0,0,8242,6040
1999/1/29,TX ,199906,6101,6120,6082,6120,】-5,】-0.08%,15,6108,64,0,0,7560,6031
1999/1/29,TX ,199909,6102,6102,6099,6099,《12,《0.20%,3,6105,12,0,0,7600,6080
1999/1/29,TX ,199912,6170,6170,6105,6105,】-65,】-1.05%,6,6115,13,0,0,6361,6105
1999/1/30,TX ,199902,6080,6200,6050,6110,《30,《0.49%,5084,6110,5212,0,0,6998,6011
1999/1/30,TX ,199903,6101,6220,6051,6128,《57,《0.94%,504,6128,1242,0,0,8242,6040
1999/1/30,TX ,199906,6149,6220,6120,6120,《12,《0.20%,13,6120,66,0,0,7560,6031
1999/1/30,TX ,199909,6261,6261,6106,6106,《1,《0.02%,11,6106,18,0,0,7600,6080
1999/1/30,TX ,199912,6200,6220,6101,6121,《6,《0.10%,10,6121,18,0,0,6361,6101
1999/2/1,TX ,199902,6051,6051,5952,5954,】-156,】-2.55%,3284,5954,5406,0,0,6998,5952
1999/2/1,TX ,199903,6055,6075,5985,5990,】-138,】-2.25%,589,5990,1498,0,0,8242,5985
1999/2/1,TX ,199906,6102,6102,6023,6023,】-97,】-1.58%,24,6023,76,0,0,7560,6023
1999/2/1,TX ,199909,-,-,-,-,-,-,-,5996,18,-,-,-,-
1999/2/1,TX ,199912,6100,6100,6040,6040,】-81,】-1.32%,5,6034,23,0,0,6361,6040
1999/2/2,TX ,199902,6000,6010,5860,5880,】-74,】-1.24%,3803,5880,5327,0,0,6998,5860
1999/2/2,TX ,199903,6010,6025,5902,5920,】-70,】-1.17%,579,5920,1691,0,0,8242,5902
1999/2/2,TX ,199906,6085,6085,5952,5956,】-67,】-1.11%,20,5956,78,0,0,7560,5952
1999/2/2,TX ,199909,6150,6150,6050,6050,《54,《0.90%,6,6017,20,0,0,7600,6050
1999/2/2,TX ,199912,6119,6119,6055,6055,《21,《0.35%,2,6032,24,0,0,6361,6040
1999/2/3,TX ,199902,5800,5940,5711,5890,《10,《0.17%,5641,5890,5548,0,0,6998,5711
1999/2/3,TX ,199903,5850,6100,5780,5930,《10,《0.17%,1320,5930,1978,0,0,8242,5780
1999/2/3,TX ,199906,5901,5990,5850,5922,】-34,】-0.57%,30,5922,89,0,0,7560,5850
1999/2/3,TX ,199909,5899,5950,5851,5950,】-67,】-1.11%,15,5956,28,0,0,7600,5851
1999/2/3,TX ,199912,5970,5970,5970,5970,】-62,】-1.03%,1,5946,23,0,0,6361,5970
1999/2/4,TX ,199902,5852,5870,5550,5558,】-332,】-5.64%,5240,5558,5282,0,0,6998,5550
1999/2/4,TX ,199903,5900,5925,5620,5630,】-300,】-5.06%,1457,5630,2422,0,0,8242,5620
1999/2/4,TX ,199906,5985,5985,5700,5714,】-208,】-3.51%,55,5720,91,0,0,7560,5700
1999/2/4,TX ,199909,5833,5845,5820,5820,】-136,】-2.28%,18,5779,17,0,0,7600,5820
1999/2/4,TX ,199912,5870,5870,5820,5820,】-126,】-2.12%,11,5839,20,0,0,6361,5820
1999/2/5,TX ,199902,5462,5775,5462,5580,《22,《0.40%,5807,5580,4973,0,0,6998,5462
1999/2/5,TX ,199903,5550,5850,5540,5650,《20,《0.36%,1957,5650,2630,0,0,8242,5540
1999/2/5,TX ,199906,5602,5850,5602,5685,】-35,】-0.61%,43,5685,93,0,0,7560,5602
1999/2/5,TX ,199909,5651,5801,5631,5631,】-148,】-2.56%,12,5652,19,0,0,7600,5631
1999/2/5,TX ,199912,5751,5801,5631,5702,】-137,】-2.35%,9,5702,26,0,0,6361,5631
1999/2/6,TX ,199902,5640,5770,5590,5767,《187,《3.35%,5022,5767,4218,0,0,6998,5462
1999/2/6,TX ,199903,5700,5829,5666,5826,《176,《3.12%,2414,5826,3216,0,0,8242,5540
1999/2/6,TX ,199906,5790,5900,5790,5855,《170,《2.99%,37,5855,88,0,0,7560,5602
1999/2/6,TX ,199909,5800,5889,5750,5830,《178,《3.15%,14,5857,22,0,0,7600,5631
1999/2/6,TX ,199912,5878,5899,5878,5899,《197,《3.45%,6,5978,22,0,0,6361,5631
1999/2/8,TX ,199902,5750,5890,5750,5835,《68,《1.18%,3572,5835,3365,0,0,6998,5462
1999/2/8,TX ,199903,5831,5949,5801,5877,《51,《0.88%,2812,5877,3966,0,0,8242,5540
1999/2/8,TX ,199906,5855,6000,5855,5921,《66,《1.13%,23,5914,96,0,0,7560,5602
1999/2/8,TX ,199909,5900,5950,5900,5950,《93,《1.59%,4,5934,25,0,0,7600,5631
1999/2/8,TX ,199912,5950,5950,5950,5950,】-28,】-0.47%,2,5945,20,0,0,6361,5631
1999/2/9,TX ,199902,5800,5810,5751,5770,】-65,】-1.11%,1545,5770,2871,0,0,6998,5462
1999/2/9,TX ,199903,5849,5849,5773,5806,】-71,】-1.21%,2853,5806,4669,0,0,8242,5540
1999/2/9,TX ,199906,5890,5890,5833,5868,】-46,】-0.78%,14,5868,100,0,0,7560,5602
1999/2/9,TX ,199909,-,-,-,-,-,-,-,5874,25,-,-,-,-
1999/2/9,TX ,199912,-,-,-,-,-,-,-,5851,20,-,-,-,-
1999/2/10,TX ,199902,5735,5849,5720,5840,《70,《1.21%,1373,5840,1964,0,0,6998,5462
1999/2/10,TX ,199903,5769,5890,5750,5875,《69,《1.19%,3934,5875,5042,0,0,8242,5540
1999/2/10,TX ,199906,5845,5930,5845,5930,《62,《1.06%,23,5920,102,0,0,7560,5602
1999/2/10,TX ,199909,-,-,-,-,-,-,-,5938,25,-,-,-,-
1999/2/10,TX ,199912,-,-,-,-,-,-,-,5921,20,-,-,-,-
1999/2/20,TX ,199902,5980,6149,5950,6140,《300,《5.14%,1197,6140,914,0,0,6998,5462
1999/2/20,TX ,199903,6095,6218,6031,6218,《343,《5.84%,3510,6218,5314,0,0,8242,5540
1999/2/20,TX ,199906,6006,6235,6006,6220,《300,《5.07%,34,6220,111,0,0,7560,5602
1999/2/20,TX ,199909,-,-,-,-,-,-,-,6249,25,-,-,-,-
1999/2/20,TX ,199912,-,-,-,-,-,-,-,6221,20,-,-,-,-
1999/2/22,TX ,199903,6250,6550,6250,6530,《312,《5.02%,5356,6530,5238,0,0,8242,5540
1999/2/22,TX ,199904,6380,6542,6251,6530,-,-,79,6530,55,0,0,6542,6251
1999/2/22,TX ,199906,6250,6600,6250,6540,《320,《5.14%,36,6540,106,0,0,7560,5602
1999/2/22,TX ,199909,6600,6600,6600,6600,《351,《5.62%,1,6600,24,0,0,7600,5631
1999/2/22,TX ,199912,6389,6530,6389,6530,《309,《4.97%,6,6521,23,0,0,6530,5631
1999/2/23,TX ,199903,6539,6540,6315,6315,】-215,】-3.29%,5973,6315,5890,0,0,8242,5540
1999/2/23,TX ,199904,6550,6559,6350,6350,】-180,】-2.76%,160,6350,123,0,0,6559,6251
1999/2/23,TX ,199906,6540,6540,6352,6361,】-179,】-2.74%,34,6361,109,0,0,7560,5602
1999/2/23,TX ,199909,6362,6362,6362,6362,】-238,】-3.61%,1,6385,23,0,0,7600,5631
1999/2/23,TX ,199912,6499,6499,6402,6402,】-119,】-1.82%,2,6373,23,0,0,6530,5631
1999/2/24,TX ,199903,6335,6426,6275,6425,《110,《1.74%,5943,6425,6611,0,0,8242,5540
1999/2/24,TX ,199904,6400,6468,6303,6450,《100,《1.57%,157,6450,152,0,0,6559,6251
1999/2/24,TX ,199906,6420,6450,6308,6449,《88,《1.38%,23,6449,109,0,0,7560,5602
1999/2/24,TX ,199909,-,-,-,-,-,-,-,6403,23,-,-,-,-
1999/2/24,TX ,199912,6375,6468,6375,6468,《95,《1.49%,4,6468,24,0,0,6530,5631
1999/2/25,TX ,199903,6395,6499,6350,6380,】-45,】-0.70%,5210,6380,6859,0,0,8242,5540
1999/2/25,TX ,199904,6439,6520,6401,6425,】-25,】-0.39%,182,6425,195,0,0,6559,6251
1999/2/25,TX ,199906,6480,6559,6425,6466,《17,《0.26%,15,6466,100,0,0,7560,5602
1999/2/25,TX ,199909,6440,6440,6440,6440,《37,《0.58%,1,6358,23,0,0,7600,5631
1999/2/25,TX ,199912,6451,6451,6442,6442,】-26,】-0.40%,2,6425,24,0,0,6530,5631
1999/2/26,TX ,199903,6355,6470,6285,6469,《89,《1.39%,4658,6469,6775,0,0,8242,5540
1999/2/26,TX ,199904,6400,6510,6341,6500,《75,《1.17%,194,6500,228,0,0,6559,6251
1999/2/26,TX ,199906,6451,6520,6451,6519,《53,《0.82%,4,6519,101,0,0,7560,5602
1999/2/26,TX ,199909,-,-,-,-,-,-,-,6530,23,-,-,-,-
1999/2/26,TX ,199912,-,-,-,-,-,-,-,6491,24,-,-,-,-
1999/3/1,TX ,199903,6410,6456,6368,6419,】-50,】-0.77%,3787,6419,6930,0,0,8242,5540
1999/3/1,TX ,199904,6490,6496,6422,6465,】-35,】-0.54%,107,6465,254,0,0,6559,6251
1999/3/1,TX ,199906,6509,6518,6461,6473,】-46,】-0.71%,24,6473,99,0,0,7560,5602
1999/3/1,TX ,199909,6549,6549,6420,6547,《17,《0.26%,12,6477,22,0,0,7600,5631
1999/3/1,TX ,199912,-,-,-,-,-,-,-,6477,24,-,-,-,-
1999/3/2,TX ,199903,6450,6450,6312,6345,】-74,】-1.15%,4189,6345,6771,0,0,8242,5540
1999/3/2,TX ,199904,6450,6480,6370,6400,】-65,】-1.01%,207,6400,282,0,0,6559,6251
1999/3/2,TX ,199906,6450,6450,6400,6420,】-53,】-0.82%,16,6420,104,0,0,7560,5602
1999/3/2,TX ,199909,6450,6531,6450,6460,】-17,】-0.26%,4,6460,22,0,0,7600,5631
1999/3/2,TX ,199912,6455,6455,6421,6421,】-56,】-0.86%,4,6403,25,0,0,6530,5631
1999/3/3,TX ,199903,6301,6495,6298,6450,《105,《1.65%,5452,6450,6654,0,0,8242,5540
1999/3/3,TX ,199904,6350,6530,6340,6500,《100,《1.56%,303,6500,339,0,0,6559,6251
1999/3/3,TX ,199906,6380,6560,6380,6506,《86,《1.34%,21,6506,100,0,0,7560,5602
1999/3/3,TX ,199909,-,-,-,-,-,-,-,6550,22,-,-,-,-
1999/3/3,TX ,199912,-,-,-,-,-,-,-,6508,25,-,-,-,-
1999/3/4,TX ,199903,6450,6478,6380,6388,】-62,】-0.96%,5499,6388,6061,0,0,8242,5540
1999/3/4,TX ,199904,6505,6525,6430,6437,】-63,】-0.97%,319,6437,451,0,0,6559,6251
1999/3/4,TX ,199906,6506,6529,6454,6480,】-26,】-0.40%,17,6467,106,0,0,7560,5602
1999/3/4,TX ,199909,6431,6499,6431,6499,】-51,】-0.78%,2,6488,23,0,0,7600,5631
1999/3/4,TX ,199912,-,-,-,-,-,-,-,6446,25,-,-,-,-
1999/3/5,TX ,199903,6400,6445,6340,6425,《37,《0.58%,4459,6425,5746,0,0,8242,5540
1999/3/5,TX ,199904,6442,6465,6381,6445,《8,《0.12%,324,6445,521,0,0,6559,6251
1999/3/5,TX ,199906,6451,6480,6420,6480,《13,《0.20%,13,6480,105,0,0,7560,5602
1999/3/5,TX ,199909,-,-,-,-,-,-,-,6435,23,-,-,-,-
1999/3/5,TX ,199912,-,-,-,-,-,-,-,6483,25,-,-,-,-
1999/3/6,TX ,199903,6528,6534,6435,6440,《15,《0.23%,4710,6440,5713,0,0,8242,5540
1999/3/6,TX ,199904,6510,6544,6470,6480,《35,《0.54%,451,6480,679,0,0,6559,6251
1999/3/6,TX ,199906,6555,6580,6520,6520,《40,《0.62%,15,6539,106,0,0,7560,5602
1999/3/6,TX ,199909,6550,6550,6550,6550,《115,《1.79%,1,6524,22,0,0,7600,5631
1999/3/6,TX ,199912,6535,6536,6535,6536,《53,《0.82%,2,6498,27,0,0,6536,5631
1999/3/8,TX ,199903,6450,6465,6390,6465,《25,《0.39%,2462,6465,5836,0,0,8242,5540
1999/3/8,TX ,199904,6479,6490,6430,6490,《10,《0.15%,257,6490,779,0,0,6559,6251
1999/3/8,TX ,199906,6501,6517,6482,6517,】-22,】-0.34%,22,6510,100,0,0,7560,5602
1999/3/8,TX ,199909,6501,6543,6501,6543,《19,《0.29%,2,6503,23,0,0,7600,5631
1999/3/8,TX ,199912,-,-,-,-,-,-,-,6503,27,-,-,-,-
1999/3/9,TX ,199903,6465,6535,6445,6489,《24,《0.37%,4157,6489,5490,0,0,8242,5540
1999/3/9,TX ,199904,6499,6568,6480,6530,《40,《0.62%,650,6530,1027,0,0,6568,6251
1999/3/9,TX ,199906,6550,6580,6550,6580,《70,《1.08%,20,6557,107,0,0,7560,5602
1999/3/9,TX ,199909,-,-,-,-,-,-,-,6533,23,-,-,-,-
1999/3/9,TX ,199912,-,-,-,-,-,-,-,6503,27,-,-,-,-
1999/3/10,TX ,199903,6480,6520,6460,6520,《31,《0.48%,2695,6520,5245,0,0,8242,5540
1999/3/10,TX ,199904,6520,6560,6501,6558,《28,《0.43%,429,6558,1167,0,0,6568,6251
1999/3/10,TX ,199906,6521,6560,6520,6560,《3,《0.05%,13,6560,113,0,0,7560,5602
1999/3/10,TX ,199909,6560,6560,6560,6560,《27,《0.41%,1,6547,23,0,0,7600,5631
1999/3/10,TX ,199912,-,-,-,-,-,-,-,6520,27,-,-,-,-
